order_id,order_date,store_id,product_id,new_product_id,canonical_product_id,canonical_product_name,quantity,unit_price,discount_pct,net_sales,sales_channel,loyalty_member
20260801-0007,2026-08-01,S004,,NP5001,NP5001,SummitRunner Lightweight Jacket 200,4,129.77,0,519.08,pickup,Y
20260801-0008,2026-08-01,S006,,NP5066,NP5066,RidgeRover-Trail-Tumbler-265,2,85.83,15,171.66,in_store,Y
20260801-0009,2026-08-01,S003,,NP5067,NP5067,CreekRambler Alpine Jacket 266 Pro,2,222.8,10,445.6,ship_from_store,N
20260801-0010,2026-08-01,S006,,NP5040,NP5040,CanyonNomad XL Cooler 239,2,107.52,0,215.04,ship_from_store,Y
20260801-0011,2026-08-01,S001,,NP5057,NP5057,PineRunner 4P Tent 256 Pro,2,399.61,0,799.22,in_store,Y
20260801-0012,2026-08-01,S006,,NP5027,NP5027,BoulderRambler 2P Camp Chair 226,1,93.13,0,93.13,ship_from_store,Y
20260801-0013,2026-08-01,S007,,NP5042,NP5042,VistaRover Trail Tumbler 241,3,89.89,20,269.67,pickup,N
20260801-0014,2026-08-01,S004,,NP5021,NP5021,EmberRunner Basecamp Tent 220,1,70.02,5,70.02,in_store,N
20260801-0015,2026-08-01,S003,,NP5068,NP5068,StormNomad-Approach-Trail-Shoes-267,1,86.31,0,86.31,pickup,Y
20260801-0016,2026-08-01,S005,,NP5005,NP5005,EmberRunner Storm Kit Battery Pack 204,2,95.51,15,191.02,pickup,Y
20260801-0017,2026-08-01,S003,,NP5034,NP5034,RidgeRover Deluxe Patio Heater 233,1,143.37,15,143.37,in_store,Y
20260801-0018,2026-08-01,S001,,NP5069,NP5069,BoulderNomad Patio Heater,1,210.19,5,210.19,ship_from_store,Y
20260801-0019,2026-08-01,S004,,NP5058,NP5058,VistaRover-Deluxe-Patio-Heater-257,2,272.76,5,545.52,in_store,Y
20260801-0020,2026-08-01,S001,,NP5008,NP5008,CanyonNomad Waterproof Trail Shoes 207,2,148.91,15,297.82,ship_from_store,N
20260801-0021,2026-08-01,S003,,NP5050,NP5050,RidgeRover Mid Trail Shoes 249,2,74.44,0,148.88,ship_from_store,Y
20260801-0022,2026-08-01,S002,,NP5047,NP5047,MoonRambler Expedition Flashlight 246,2,52.26,10,104.52,in_store,Y
20260801-0023,2026-08-01,S004,,NP5069,NP5069,BoulderNomad Patio Heater,1,188.06,15,188.06,in_store,N
20260801-0024,2026-08-01,S008,,NP5026,NP5026,VistaRover Mid Trail Shoes 225,1,128.7,0,128.7,in_store,Y
20260801-0025,2026-08-01,S001,,NP5069,NP5069,BoulderNomad Patio Heater,1,210.19,5,210.19,in_store,N
20260801-0026,2026-08-01,S006,,NP5061,NP5061,FieldRunner Packable Jacket 260 Pro,2,131.06,15,262.12,in_store,Y
20260801-0027,2026-08-01,S003,,NP5003,NP5003,CreekRambler 2P Camp Chair 202,1,441.63,0,441.63,ship_from_store,Y
20260801-0028,2026-08-01,S006,,NP5060,NP5060,CloudNomad-32oz-Tumbler-259,3,166.65,0,499.95,pickup,N
20260801-0029,2026-08-01,S004,,NP5067,NP5067,CreekRambler Alpine Jacket 266 Pro,1,247.56,0,247.56,pickup,Y
20260801-0030,2026-08-01,S007,,NP5023,NP5023,HearthRambler Expedition Flashlight 222,1,144.84,0,144.84,in_store,Y
20260801-0031,2026-08-01,S007,,NP5030,NP5030,SwitchbackRover 20oz Tumbler 229,2,115.7,10,231.4,in_store,Y
20260801-0032,2026-08-01,S006,,NP5015,NP5015,MoonRambler Ultralight Camp Chair 214,1,190.74,0,190.74,in_store,Y
20260801-0033,2026-08-01,S002,,NP5008,NP5008,CanyonNomad Waterproof Trail Shoes 207,2,157.67,10,315.34,in_store,Y
20260801-0034,2026-08-01,S008,,NP5042,NP5042,VistaRover Trail Tumbler 241,4,95.51,15,382.04,ship_from_store,N
20260801-0035,2026-08-01,S001,,NP5033,NP5033,SummitRunner 4P Tent 232,3,187.6,0,562.8,in_store,Y
20260801-0036,2026-08-01,S004,,NP5043,NP5043,BoulderRambler Alpine Jacket 242,1,237.41,0,237.41,in_store,Y
20260801-0037,2026-08-01,S002,,NP5044,NP5044,CloudNomad Approach Trail Shoes 243,3,193.76,0,581.28,in_store,Y
20260801-0038,2026-08-01,S006,,NP5032,NP5032,PeakNomad Waterproof Trail Shoes 231,1,200.43,0,200.43,in_store,Y
20260801-0039,2026-08-01,S005,,NP5031,NP5031,MoonRambler Storm proof Jacket 230,1,137.23,20,137.23,ship_from_store,Y
20260801-0040,2026-08-01,S003,,NP5027,NP5027,BoulderRambler 2P Camp Chair 226,4,88.47,5,353.88,ship_from_store,Y
20260801-0041,2026-08-01,S001,,NP5016,NP5016,PeakNomad XL Cooler 215,2,551.37,15,1102.74,in_store,Y
20260801-0042,2026-08-01,S002,,NP5057,NP5057,PineRunner 4P Tent 256 Pro,2,319.69,20,639.38,ship_from_store,Y
20260801-0043,2026-08-01,S007,,NP5032,NP5032,PeakNomad Waterproof Trail Shoes 231,2,200.43,0,400.86,in_store,Y
20260801-0044,2026-08-01,S007,,NP5040,NP5040,CanyonNomad XL Cooler 239,3,107.52,0,322.56,in_store,Y
20260801-0045,2026-08-01,S001,,NP5048,NP5048,PeakNomad Travel Tumbler 247,1,69.06,5,69.06,ship_from_store,Y
20260801-0046,2026-08-01,S004,,NP5061,NP5061,FieldRunner Packable Jacket 260 Pro,1,138.77,10,138.77,in_store,Y
20260801-0047,2026-08-01,S001,,NP5011,NP5011,BoulderRambler Rechargeable Flashlight 210,2,132.66,0,265.32,ship_from_store,N
20260801-0048,2026-08-01,S003,,NP5035,NP5035,CreekRambler Rechargeable Flashlight 234,2,122.62,15,245.24,in_store,Y
20260801-0049,2026-08-01,S001,,NP5055,NP5055,HearthRambler Storm proof Jacket 254,1,223.58,20,223.58,pickup,Y
20260801-0050,2026-08-01,S003,,NP5037,NP5037,EmberRunner Packable Jacket 236,2,84.91,5,169.82,in_store,N
20260801-0051,2026-08-01,S004,,NP5039,NP5039,HearthRambler Ultralight Camp Chair 238,1,340.47,5,340.47,ship_from_store,N
20260801-0052,2026-08-01,S007,,NP5071,NP5071,MoonScout Trail Shoes,1,220.05,0,220.05,in_store,Y
20260801-0053,2026-08-01,S001,,NP5034,NP5034,RidgeRover Deluxe Patio Heater 233,3,134.94,20,404.82,in_store,Y
20260801-0054,2026-08-01,S006,,NP5043,NP5043,BoulderRambler Alpine Jacket 242,1,225.54,5,225.54,in_store,N
20260801-0055,2026-08-01,S004,,NP5006,NP5006,Trail Rover 20oz Tumbler 205,1,47.07,15,47.07,in_store,N
20260801-0056,2026-08-01,S001,,NP5022,NP5022,Trail Rover Weekend Patio Heater 221,3,368.13,5,1104.39,in_store,Y
20260801-0057,2026-08-01,S007,,NP5019,NP5019,CreekRambler Alpine Jacket 218,1,161.94,10,161.94,in_store,Y
20260801-0058,2026-08-01,S003,,NP5010,NP5010,VistaRover Deluxe Patio Heater 209,4,444.46,20,1777.84,ship_from_store,Y
20260801-0059,2026-08-01,S006,,NP5037,NP5037,EmberRunner Packable Jacket 236,1,89.38,0,89.38,in_store,Y
20260801-0060,2026-08-01,S001,,NP5030,NP5030,SwitchbackRover 20oz Tumbler 229,4,109.28,15,437.12,in_store,Y
20260801-0061,2026-08-01,S001,,NP5019,NP5019,CreekRambler Alpine Jacket 218,1,143.94,20,143.94,in_store,Y
20260801-0062,2026-08-01,S006,,NP5041,NP5041,PineRunner Mini Battery Pack 240,1,48.19,10,48.19,in_store,Y
20260801-0063,2026-08-01,S001,,NP5047,NP5047,MoonRambler Expedition Flashlight 246,1,46.46,20,46.46,in_store,Y
20260801-0064,2026-08-01,S008,,NP5056,NP5056,CanyonNomad Waterproof Trail Shoes 255,4,126.47,15,505.88,in_store,Y
20260801-0065,2026-08-01,S007,,NP5036,NP5036,Storm Nomad 32oz Tumbler 235,1,156.45,0,156.45,pickup,Y
20260801-0066,2026-08-01,S006,,NP5009,NP5009,PineRunner 4P Tent 208,1,100.91,15,100.91,in_store,Y
20260801-0067,2026-08-01,S001,,NP5036,NP5036,Storm Nomad 32oz Tumbler 235,1,148.63,5,148.63,ship_from_store,N
20260801-0068,2026-08-01,S002,,NP5036,NP5036,Storm Nomad 32oz Tumbler 235,1,125.16,20,125.16,in_store,Y
20260801-0069,2026-08-01,S005,,NP5058,NP5058,VistaRover-Deluxe-Patio-Heater-257,1,287.12,0,287.12,in_store,Y
20260801-0070,2026-08-01,S007,,NP5024,NP5024,CanyonNomad Travel Tumbler 223,1,70.7,20,70.7,pickup,N
20260801-0071,2026-08-01,S001,,NP5059,NP5059,BoulderRambler Rechargeable Flashlight 258 Pro,3,92.57,15,277.71,pickup,Y
20260801-0072,2026-08-01,S001,,NP5015,NP5015,MoonRambler Ultralight Camp Chair 214,3,181.2,5,543.6,ship_from_store,Y
20260801-0073,2026-08-01,S006,,NP5046,NP5046,SwitchbackRover Weekend Patio Heater 245,4,228.91,0,915.64,in_store,N
20260801-0074,2026-08-01,S003,,NP5046,NP5046,SwitchbackRover Weekend Patio Heater 245,3,217.46,5,652.38,pickup,Y
20260801-0075,2026-08-01,S005,,NP5038,NP5038,Trail Rover Wide Trail Shoes 237,2,158.54,20,317.08,pickup,Y
20260801-0076,2026-08-01,S004,,NP5021,NP5021,EmberRunner Basecamp Tent 220,2,73.7,0,147.4,ship_from_store,Y
20260801-0077,2026-08-01,S006,,NP5004,NP5004,Storm Nomad Compact Cooler 203,3,108.96,0,326.88,in_store,Y
20260801-0078,2026-08-01,S002,,NP5004,NP5004,Storm Nomad Compact Cooler 203,1,108.96,0,108.96,in_store,Y
20260801-0079,2026-08-01,S003,,NP5074,NP5074,SwitchbackRover Insulated Tumbler,1,130.96,20,130.96,in_store,N
20260801-0080,2026-08-01,S003,,NP5043,NP5043,BoulderRambler Alpine Jacket 242,1,237.41,0,237.41,in_store,Y
20260801-0081,2026-08-01,S005,,NP5002,NP5002,RidgeRover Mid Trail Shoes 201,4,174.73,15,698.92,in_store,Y
20260801-0082,2026-08-01,S002,,NP5066,NP5066,RidgeRover-Trail-Tumbler-265,2,90.88,10,181.76,in_store,N
20260801-0083,2026-08-01,S002,,NP5016,NP5016,PeakNomad XL Cooler 215,3,648.67,0,1946.01,in_store,Y
20260801-0084,2026-08-01,S008,,NP5051,NP5051,CreekRambler 2P Camp Chair 250,1,386.12,10,386.12,ship_from_store,Y
20260801-0085,2026-08-01,S007,,NP5058,NP5058,VistaRover-Deluxe-Patio-Heater-257,1,258.41,10,258.41,in_store,Y
20260801-0086,2026-08-01,S002,,NP5032,NP5032,PeakNomad Waterproof Trail Shoes 231,2,200.43,0,400.86,in_store,Y
20260801-0087,2026-08-01,S003,,NP5076,NP5076,PeakNomad Trail Shoes,3,157.12,0,471.36,ship_from_store,Y
20260801-0088,2026-08-01,S006,,NP5040,NP5040,CanyonNomad XL Cooler 239,3,96.77,10,290.31,in_store,Y
20260801-0089,2026-08-01,S007,,NP5025,NP5025,PineRunner Lightweight Jacket 224,2,121.37,0,242.74,in_store,Y
20260801-0090,2026-08-01,S003,,NP5024,NP5024,CanyonNomad Travel Tumbler 223,4,88.37,0,353.48,ship_from_store,N
20260801-0091,2026-08-01,S007,,NP5006,NP5006,Trail Rover 20oz Tumbler 205,4,55.38,0,221.52,in_store,Y
20260801-0092,2026-08-01,S007,,NP5028,NP5028,CloudNomad Compact Cooler 227,1,597.61,5,597.61,pickup,Y
20260801-0093,2026-08-01,S001,,NP5003,NP5003,CreekRambler 2P Camp Chair 202,1,375.39,15,375.39,ship_from_store,Y
20260801-0094,2026-08-01,S006,,NP5054,NP5054,Trail Rover 20oz Tumbler 253,1,58.13,20,58.13,pickup,Y
20260801-0095,2026-08-01,S001,,NP5022,NP5022,Trail Rover Weekend Patio Heater 221,3,387.51,0,1162.53,in_store,Y
20260801-0096,2026-08-01,S003,,NP5061,NP5061,FieldRunner Packable Jacket 260 Pro,4,154.19,0,616.76,pickup,Y
20260801-0097,2026-08-01,S001,,NP5034,NP5034,RidgeRover Deluxe Patio Heater 233,2,151.8,10,303.6,pickup,N
20260801-0098,2026-08-01,S007,,NP5038,NP5038,Trail Rover Wide Trail Shoes 237,1,198.18,0,198.18,in_store,N
20260801-0099,2026-08-01,S002,,NP5006,NP5006,Trail Rover 20oz Tumbler 205,3,55.38,0,166.14,in_store,Y
20260801-0100,2026-08-01,S004,,NP5031,NP5031,MoonRambler Storm proof Jacket 230,4,154.39,10,617.56,in_store,Y
20260801-0101,2026-08-01,S002,,NP5068,NP5068,StormNomad-Approach-Trail-Shoes-267,1,86.31,0,86.31,in_store,N
20260801-0102,2026-08-01,S003,,NP5003,NP5003,CreekRambler 2P Camp Chair 202,1,441.63,0,441.63,in_store,Y
20260801-0103,2026-08-01,S006,,NP5052,NP5052,Storm Nomad Compact Cooler 251,3,359.25,5,1077.75,in_store,Y
20260801-0104,2026-08-01,S003,,NP5009,NP5009,PineRunner 4P Tent 208,2,118.72,0,237.44,in_store,Y
20260801-0105,2026-08-01,S008,,NP5069,NP5069,BoulderNomad Patio Heater,2,221.25,0,442.5,in_store,Y
20260801-0106,2026-08-01,S005,,NP5008,NP5008,CanyonNomad Waterproof Trail Shoes 207,1,166.43,5,166.43,in_store,Y
20260801-0107,2026-08-01,S001,,NP5016,NP5016,PeakNomad XL Cooler 215,2,648.67,0,1297.34,pickup,N
20260801-0108,2026-08-01,S008,,NP5055,NP5055,HearthRambler Storm proof Jacket 254,3,223.58,20,670.74,in_store,N
20260801-0109,2026-08-01,S002,,NP5057,NP5057,PineRunner 4P Tent 256 Pro,1,359.65,10,359.65,ship_from_store,Y
20260801-0110,2026-08-01,S008,,NP5036,NP5036,Storm Nomad 32oz Tumbler 235,4,156.45,0,625.8,in_store,Y
20260801-0111,2026-08-01,S006,,NP5027,NP5027,BoulderRambler 2P Camp Chair 226,2,74.5,20,149.0,ship_from_store,Y
20260801-0112,2026-08-01,S008,,NP5055,NP5055,HearthRambler Storm proof Jacket 254,2,279.48,0,558.96,ship_from_store,Y
20260802-0001,2026-08-02,S001,,NP5052,NP5052,Storm Nomad Compact Cooler 251,2,359.25,5,718.5,in_store,Y
20260802-0002,2026-08-02,S002,,NP5026,NP5026,VistaRover Mid Trail Shoes 225,1,115.83,10,115.83,ship_from_store,N
20260802-0003,2026-08-02,S003,,NP5071,NP5071,MoonScout Trail Shoes,1,209.05,5,209.05,pickup,Y
20260802-0004,2026-08-02,S008,,NP5022,NP5022,Trail Rover Weekend Patio Heater 221,2,329.38,15,658.76,ship_from_store,Y
20260802-0005,2026-08-02,S006,,NP5055,NP5055,HearthRambler Storm proof Jacket 254,2,279.48,0,558.96,in_store,Y
20260802-0006,2026-08-02,S002,,NP5003,NP5003,CreekRambler 2P Camp Chair 202,4,441.63,0,1766.52,in_store,N
20260802-0007,2026-08-02,S006,,NP5010,NP5010,VistaRover Deluxe Patio Heater 209,4,500.02,10,2000.08,in_store,Y
20260802-0008,2026-08-02,S002,,NP5034,NP5034,RidgeRover Deluxe Patio Heater 233,3,168.67,0,506.01,ship_from_store,Y
20260802-0009,2026-08-02,S006,,NP5071,NP5071,MoonScout Trail Shoes,1,220.05,0,220.05,in_store,N
20260802-0010,2026-08-02,S005,,NP5057,NP5057,PineRunner 4P Tent 256 Pro,2,399.61,0,799.22,in_store,Y
20260802-0011,2026-08-02,S001,,NP5041,NP5041,PineRunner Mini Battery Pack 240,2,53.54,0,107.08,in_store,Y
20260802-0012,2026-08-02,S001,,NP5075,NP5075,MoonRambler Rain Shell,1,274.77,0,274.77,pickup,Y
20260802-0013,2026-08-02,S004,,NP5062,NP5062,SwitchbackRover-Wide-Trail-Shoes-261,4,163.29,0,653.16,ship_from_store,Y
20260802-0014,2026-08-02,S002,,NP5002,NP5002,RidgeRover Mid Trail Shoes 201,3,205.57,0,616.71,in_store,Y
20260802-0015,2026-08-02,S004,,NP5036,NP5036,Storm Nomad 32oz Tumbler 235,4,156.45,0,625.8,in_store,Y
20260802-0016,2026-08-02,S004,,NP5040,NP5040,CanyonNomad XL Cooler 239,2,107.52,0,215.04,in_store,N
20260802-0017,2026-08-02,S002,,NP5062,NP5062,SwitchbackRover-Wide-Trail-Shoes-261,1,138.8,15,138.8,in_store,Y
20260802-0018,2026-08-02,S006,,NP5064,NP5064,PeakNomad-XL-Cooler-263,1,622.9,5,622.9,pickup,Y
20260802-0019,2026-08-02,S003,,NP5031,NP5031,MoonRambler Storm proof Jacket 230,3,171.54,0,514.62,in_store,Y
20260802-0020,2026-08-02,S005,,NP5045,NP5045,FieldRunner Basecamp Tent 244,1,343.55,0,343.55,ship_from_store,Y
20260802-0021,2026-08-02,S002,,NP5067,NP5067,CreekRambler Alpine Jacket 266 Pro,1,247.56,0,247.56,in_store,Y
20260802-0022,2026-08-02,S003,,NP5065,NP5065,SummitRunner Mini Battery Pack 264 Pro,1,102.29,5,102.29,in_store,Y
20260802-0023,2026-08-02,S001,,NP5060,NP5060,CloudNomad-32oz-Tumbler-259,3,141.65,15,424.95,ship_from_store,Y
20260802-0024,2026-08-02,S006,,NP5018,NP5018,RidgeRover Trail Tumbler 217,1,142.66,5,142.66,pickup,Y
20260802-0025,2026-08-02,S008,,NP5073,NP5073,FieldRunner Battery Pack,4,86.81,5,347.24,in_store,N
20260802-0026,2026-08-02,S008,,NP5022,NP5022,Trail Rover Weekend Patio Heater 221,1,368.13,5,368.13,in_store,N
20260802-0027,2026-08-02,S007,,NP5046,NP5046,SwitchbackRover Weekend Patio Heater 245,4,228.91,0,915.64,ship_from_store,Y
20260802-0028,2026-08-02,S002,,NP5012,NP5012,CloudNomad 32oz Tumbler 211,2,120.05,0,240.1,in_store,N
20260802-0029,2026-08-02,S004,,NP5053,NP5053,EmberRunner Storm Kit Battery Pack 252,3,106.14,5,318.42,in_store,Y
20260802-0030,2026-08-02,S008,,NP5037,NP5037,EmberRunner Packable Jacket 236,1,89.38,0,89.38,in_store,N
20260802-0031,2026-08-02,S006,,NP5067,NP5067,CreekRambler Alpine Jacket 266 Pro,2,235.18,5,470.36,in_store,Y
20260802-0032,2026-08-02,S006,,NP5004,NP5004,Storm Nomad Compact Cooler 203,1,108.96,0,108.96,in_store,Y
20260802-0033,2026-08-02,S004,,NP5021,NP5021,EmberRunner Basecamp Tent 220,3,66.33,10,198.99,in_store,Y
20260802-0034,2026-08-02,S001,,NP5066,NP5066,RidgeRover-Trail-Tumbler-265,2,95.93,5,191.86,ship_from_store,Y
20260802-0035,2026-08-02,S007,,NP5042,NP5042,VistaRover Trail Tumbler 241,2,95.51,15,191.02,in_store,N
20260802-0036,2026-08-02,S003,,NP5010,NP5010,VistaRover Deluxe Patio Heater 209,3,555.58,0,1666.74,in_store,Y
20260802-0037,2026-08-02,S005,,NP5054,NP5054,Trail Rover 20oz Tumbler 253,1,58.13,20,58.13,ship_from_store,Y
20260802-0038,2026-08-02,S008,,NP5042,NP5042,VistaRover Trail Tumbler 241,1,95.51,15,95.51,pickup,Y
20260802-0039,2026-08-02,S004,,NP5067,NP5067,CreekRambler Alpine Jacket 266 Pro,1,210.43,15,210.43,in_store,Y
20260802-0040,2026-08-02,S001,,NP5021,NP5021,EmberRunner Basecamp Tent 220,2,73.7,0,147.4,in_store,N
20260802-0041,2026-08-02,S006,,NP5029,NP5029,FieldRunner Storm Kit Battery Pack 228,4,110.19,10,440.76,in_store,Y
20260802-0042,2026-08-02,S004,,NP5060,NP5060,CloudNomad-32oz-Tumbler-259,3,141.65,15,424.95,in_store,Y
20260802-0043,2026-08-02,S006,,NP5012,NP5012,CloudNomad 32oz Tumbler 211,4,102.04,15,408.16,in_store,N
20260802-0044,2026-08-02,S006,,NP5002,NP5002,RidgeRover Mid Trail Shoes 201,3,185.01,10,555.03,ship_from_store,Y
20260802-0045,2026-08-02,S008,,NP5052,NP5052,Storm Nomad Compact Cooler 251,3,378.16,0,1134.48,ship_from_store,Y
20260802-0046,2026-08-02,S003,,NP5019,NP5019,CreekRambler Alpine Jacket 218,2,179.93,0,359.86,in_store,Y
20260802-0047,2026-08-02,S006,,NP5050,NP5050,RidgeRover Mid Trail Shoes 249,3,59.55,20,178.65,in_store,Y
20260802-0048,2026-08-02,S007,,NP5076,NP5076,PeakNomad Trail Shoes,2,149.26,5,298.52,pickup,Y
20260802-0049,2026-08-02,S005,,NP5018,NP5018,RidgeRover Trail Tumbler 217,2,150.17,0,300.34,in_store,Y
20260802-0050,2026-08-02,S005,,NP5074,NP5074,SwitchbackRover Insulated Tumbler,3,139.14,15,417.42,in_store,N
20260802-0051,2026-08-02,S008,,NP5052,NP5052,Storm Nomad Compact Cooler 251,3,378.16,0,1134.48,in_store,N
20260802-0052,2026-08-02,S003,,NP5023,NP5023,HearthRambler Expedition Flashlight 222,1,130.36,10,130.36,in_store,Y
20260802-0053,2026-08-02,S006,,NP5004,NP5004,Storm Nomad Compact Cooler 203,4,92.62,15,370.48,in_store,Y
20260802-0054,2026-08-02,S008,,NP5008,NP5008,CanyonNomad Waterproof Trail Shoes 207,2,148.91,15,297.82,in_store,N
20260802-0055,2026-08-02,S002,,NP5075,NP5075,MoonRambler Rain Shell,2,261.03,5,522.06,in_store,Y
20260802-0056,2026-08-02,S004,,NP5069,NP5069,BoulderNomad Patio Heater,3,199.12,10,597.36,in_store,N
20260802-0057,2026-08-02,S007,,NP5005,NP5005,EmberRunner Storm Kit Battery Pack 204,4,112.37,0,449.48,pickup,Y
20260802-0058,2026-08-02,S001,,NP5042,NP5042,VistaRover Trail Tumbler 241,1,112.36,0,112.36,in_store,Y
20260802-0059,2026-08-02,S002,,NP5075,NP5075,MoonRambler Rain Shell,1,233.55,15,233.55,in_store,N
20260802-0060,2026-08-02,S002,,NP5049,NP5049,SummitRunner Lightweight Jacket 248,4,212.27,5,849.08,in_store,Y
20260802-0061,2026-08-02,S006,,NP5066,NP5066,RidgeRover-Trail-Tumbler-265,3,100.98,0,302.94,in_store,Y
20260802-0062,2026-08-02,S004,,NP5062,NP5062,SwitchbackRover-Wide-Trail-Shoes-261,3,146.96,10,440.88,ship_from_store,N
20260802-0063,2026-08-02,S008,,NP5034,NP5034,RidgeRover Deluxe Patio Heater 233,1,160.24,5,160.24,pickup,Y
20260802-0064,2026-08-02,S001,,NP5031,NP5031,MoonRambler Storm proof Jacket 230,2,145.81,15,291.62,ship_from_store,Y
20260802-0065,2026-08-02,S007,,NP5013,NP5013,FieldRunner Packable Jacket 212,1,99.43,0,99.43,ship_from_store,N
20260802-0066,2026-08-02,S003,,NP5067,NP5067,CreekRambler Alpine Jacket 266 Pro,2,222.8,10,445.6,in_store,Y
20260802-0067,2026-08-02,S005,,NP5067,NP5067,CreekRambler Alpine Jacket 266 Pro,2,198.05,20,396.1,in_store,N
20260802-0068,2026-08-02,S002,,NP5034,NP5034,RidgeRover Deluxe Patio Heater 233,1,160.24,5,160.24,pickup,Y
20260802-0069,2026-08-02,S003,,NP5021,NP5021,EmberRunner Basecamp Tent 220,3,73.7,0,221.1,pickup,Y
20260802-0070,2026-08-02,S003,,NP5045,NP5045,FieldRunner Basecamp Tent 244,1,274.84,20,274.84,in_store,N
20260802-0071,2026-08-02,S006,,NP5051,NP5051,CreekRambler 2P Camp Chair 250,2,386.12,10,772.24,in_store,N
20260802-0072,2026-08-02,S005,,NP5069,NP5069,BoulderNomad Patio Heater,1,221.25,0,221.25,pickup,N
20260802-0073,2026-08-02,S008,,NP5060,NP5060,CloudNomad-32oz-Tumbler-259,2,166.65,0,333.3,in_store,N
20260802-0074,2026-08-02,S004,,NP5057,NP5057,PineRunner 4P Tent 256 Pro,1,319.69,20,319.69,pickup,N
20260802-0075,2026-08-02,S001,,NP5043,NP5043,BoulderRambler Alpine Jacket 242,4,225.54,5,902.16,ship_from_store,Y
20260802-0076,2026-08-02,S002,,NP5037,NP5037,EmberRunner Packable Jacket 236,2,89.38,0,178.76,in_store,Y
20260802-0077,2026-08-02,S001,,NP5035,NP5035,CreekRambler Rechargeable Flashlight 234,1,144.26,0,144.26,pickup,Y
20260802-0078,2026-08-02,S005,,NP5044,NP5044,CloudNomad Approach Trail Shoes 243,2,164.7,15,329.4,in_store,Y
20260802-0079,2026-08-02,S007,,NP5054,NP5054,Trail Rover 20oz Tumbler 253,2,58.13,20,116.26,in_store,Y
20260802-0080,2026-08-02,S001,,NP5048,NP5048,PeakNomad Travel Tumbler 247,4,72.7,0,290.8,in_store,Y
20260802-0081,2026-08-02,S003,,NP5020,NP5020,Storm Nomad Approach Trail Shoes 219,1,207.39,0,207.39,in_store,Y
20260802-0082,2026-08-02,S002,,NP5038,NP5038,Trail Rover Wide Trail Shoes 237,1,168.45,15,168.45,pickup,Y
20260802-0083,2026-08-02,S002,,NP5063,NP5063,MoonRambler Ultralight Camp Chair 262 Pro,2,73.36,5,146.72,pickup,Y
20260802-0084,2026-08-02,S006,,NP5075,NP5075,MoonRambler Rain Shell,4,261.03,5,1044.12,in_store,Y
20260802-0085,2026-08-02,S002,,NP5033,NP5033,SummitRunner 4P Tent 232,4,187.6,0,750.4,in_store,Y
20260802-0086,2026-08-02,S001,,NP5067,NP5067,CreekRambler Alpine Jacket 266 Pro,4,235.18,5,940.72,in_store,N
20260802-0087,2026-08-02,S002,,NP5057,NP5057,PineRunner 4P Tent 256 Pro,4,359.65,10,1438.6,in_store,Y
20260802-0088,2026-08-02,S004,,NP5063,NP5063,MoonRambler Ultralight Camp Chair 262 Pro,2,61.78,20,123.56,in_store,Y
20260802-0089,2026-08-02,S001,,NP5021,NP5021,EmberRunner Basecamp Tent 220,4,62.65,15,250.6,pickup,Y
20260802-0090,2026-08-02,S001,,NP5047,NP5047,MoonRambler Expedition Flashlight 246,2,58.07,0,116.14,pickup,Y
20260802-0091,2026-08-02,S008,,NP5039,NP5039,HearthRambler Ultralight Camp Chair 238,4,304.63,15,1218.52,in_store,Y
20260802-0092,2026-08-02,S003,,NP5073,NP5073,FieldRunner Battery Pack,1,91.38,0,91.38,ship_from_store,Y
20260802-0093,2026-08-02,S001,,NP5016,NP5016,PeakNomad XL Cooler 215,1,518.94,20,518.94,ship_from_store,Y
20260802-0094,2026-08-02,S007,,NP5019,NP5019,CreekRambler Alpine Jacket 218,1,170.93,5,170.93,in_store,Y
20260802-0095,2026-08-02,S007,,NP5030,NP5030,SwitchbackRover 20oz Tumbler 229,1,128.56,0,128.56,in_store,Y
20260802-0096,2026-08-02,S001,,NP5046,NP5046,SwitchbackRover Weekend Patio Heater 245,4,228.91,0,915.64,pickup,N
20260802-0097,2026-08-02,S005,,NP5054,NP5054,Trail Rover 20oz Tumbler 253,1,72.66,0,72.66,in_store,N
20260802-0098,2026-08-02,S008,,NP5052,NP5052,Storm Nomad Compact Cooler 251,4,302.53,20,1210.12,in_store,Y
20260802-0099,2026-08-02,S005,,NP5047,NP5047,MoonRambler Expedition Flashlight 246,1,58.07,0,58.07,ship_from_store,N
20260802-0100,2026-08-02,S003,,NP5044,NP5044,CloudNomad Approach Trail Shoes 243,4,184.07,5,736.28,ship_from_store,N
20260802-0101,2026-08-02,S002,,NP5040,NP5040,CanyonNomad XL Cooler 239,4,96.77,10,387.08,in_store,N
20260802-0102,2026-08-02,S006,,NP5072,NP5072,SummitRover Cooler,2,675.95,15,1351.9,in_store,Y
20260802-0103,2026-08-02,S005,,NP5040,NP5040,CanyonNomad XL Cooler 239,1,96.77,10,96.77,ship_from_store,N
20260802-0104,2026-08-02,S008,,NP5040,NP5040,CanyonNomad XL Cooler 239,1,86.02,20,86.02,in_store,N
20260802-0105,2026-08-02,S008,,NP5038,NP5038,Trail Rover Wide Trail Shoes 237,1,198.18,0,198.18,in_store,Y
20260802-0106,2026-08-02,S007,,NP5034,NP5034,RidgeRover Deluxe Patio Heater 233,2,134.94,20,269.88,in_store,Y
